"日期","收市","開市","高","低","成交量","更改%"
"2010年11月9日","121.61","122.82","122.95","121.12","186.62M","-0.72%"
"2010年11月8日","122.49","122.34","122.69","121.94","155.90M","-0.19%"
"2010年11月5日","122.72","122.34","122.92","122.18","180.65M","0.38%"
"2010年11月4日","122.26","121.28","122.32","119.97","215.04M","1.93%"
"2010年11月3日","119.95","119.67","120.02","118.45","226.70M","0.40%"
"2010年11月2日","119.47","119.42","119.75","119.10","158.35M","0.79%"
"2010年11月1日","118.53","119.07","119.75","117.85","174.07M","0.03%"
"2010年10月29日","118.49","118.28","118.72","118.07","144.31M","0.08%"
"2010年10月28日","118.40","119.06","119.11","117.83","168.58M","0.02%"
"2010年10月27日","118.38","117.89","118.51","117.26","190.02M","-0.29%"
"2010年10月26日","118.72","118.10","118.84","117.87","158.98M","0.02%"
"2010年10月25日","118.70","119.14","119.76","118.61","151.15M","0.30%"
"2010年10月22日","118.35","118.31","118.53","118.00","108.21M","0.19%"
"2010年10月21日","118.13","118.40","119.09","117.21","221.55M","0.22%"
"2010年10月20日","117.87","116.94","118.44","116.87","200.05M","0.98%"
"2010年10月19日","116.73","117.19","117.85","116.02","280.60M","-1.31%"
"2010年10月18日","118.28","117.74","118.67","117.31","141.50M","0.49%"
"2010年10月15日","117.70","118.28","118.35","116.76","243.70M","0.20%"
"2010年10月14日","117.46","117.81","118.01","116.72","217.76M","-0.39%"
"2010年10月13日","117.92","117.66","118.55","117.38","194.35M","0.78%"
"2010年10月12日","117.01","116.27","117.35","115.65","182.21M","0.31%"
"2010年10月11日","116.65","116.72","116.97","116.25","103.10M","0.09%"
"2010年10月8日","116.54","116.05","116.86","115.61","177.76M","0.56%"
"2010年10月7日","115.89","116.50","116.53","115.19","164.86M","-0.12%"
"2010年10月6日","116.03","116.02","116.33","115.56","148.63M","-0.01%"
"2010年10月5日","116.04","114.80","116.32","114.67","229.63M","2.01%"
"2010年10月4日","113.75","114.37","114.85","113.18","166.15M","-0.75%"
"2010年10月1日","114.61","114.99","115.12","113.93","174.64M","0.42%"
"2010年9月30日","114.13","115.05","115.79","113.59","287.11M","-0.30%"
"2010年9月29日","114.47","114.38","114.91","114.02","179.67M","-0.17%"
"2010年9月28日","114.67","114.42","115.04","113.18","209.21M","0.35%"
"2010年9月27日","114.27","114.86","114.99","114.16","128.80M","-0.48%"
"2010年9月24日","114.82","113.75","114.90","113.65","209.67M","2.06%"
"2010年9月23日","112.50","112.49","113.67","112.18","202.35M","-0.81%"
"2010年9月22日","113.42","113.80","114.44","113.10","191.32M","-0.49%"
"2010年9月21日","113.98","114.30","114.84","113.51","268.63M","-0.20%"
"2010年9月20日","114.21","112.88","114.46","112.52","214.79M","1.53%"
"2010年9月17日","112.49","113.04","113.15","112.18","195.84M","-0.50%"
"2010年9月16日","113.05","112.73","113.12","112.35","199.96M","-0.03%"
"2010年9月15日","113.08","112.32","113.21","111.98","168.61M","0.38%"
"2010年9月14日","112.65","112.50","113.29","112.08","209.82M","-0.06%"
"2010年9月13日","112.72","112.58","112.95","112.13","178.50M","1.11%"
"2010年9月10日","111.48","111.12","111.61","110.87","127.82M","0.50%"
"2010年9月9日","110.92","111.65","111.68","110.62","147.02M","0.46%"
"2010年9月8日","110.41","109.86","110.85","109.81","150.27M","0.70%"
"2010年9月7日","109.64","110.37","110.51","109.55","141.97M","-1.13%"
"2010年9月3日","110.89","110.54","110.99","109.95","212.20M","1.30%"
"2010年9月2日","109.47","108.72","109.49","108.49","156.11M","0.93%"
"2010年9月1日","108.46","106.73","108.61","106.66","267.83M","2.99%"
"2010年8月31日","105.31","104.92","105.98","104.49","273.93M","0.00%"
"2010年8月30日","105.31","106.58","106.91","105.30","167.24M","-1.45%"
"2010年8月27日","106.86","105.89","106.97","104.31","272.70M","1.55%"
"2010年8月26日","105.23","106.44","106.58","104.88","224.49M","-0.67%"
"2010年8月25日","105.94","104.95","106.34","104.29","272.33M","0.39%"
"2010年8月24日","105.53","105.95","106.39","104.97","280.80M","-1.48%"
"2010年8月23日","107.12","108.04","108.57","107.07","163.49M","-0.38%"
"2010年8月20日","107.53","107.56","107.94","106.75","209.71M","-0.32%"
"2010年8月19日","107.88","109.22","109.49","107.43","265.85M","-1.74%"
"2010年8月18日","109.79","109.54","110.38","108.91","182.92M","0.18%"
"2010年8月17日","109.59","109.19","110.39","108.88","172.27M","1.23%"
"2010年8月16日","108.26","107.57","108.61","107.18","147.90M","-0.05%"
"2010年8月13日","108.31","108.29","108.96","108.18","158.70M","-0.29%"
"2010年8月12日","108.63","107.65","109.02","107.60","239.54M","-0.61%"
"2010年8月11日","109.30","110.65","110.69","109.12","273.41M","-2.74%"
"2010年8月10日","112.38","112.03","112.98","111.37","242.92M","-0.54%"
"2010年8月9日","112.99","112.92","113.18","112.32","120.80M","0.53%"
"2010年8月6日","112.39","111.74","112.57","110.92","239.73M","-0.41%"
"2010年8月5日","112.85","112.25","112.91","112.08","140.47M","-0.11%"
"2010年8月4日","112.97","112.53","113.11","112.16","158.17M","0.67%"
"2010年8月3日","112.22","112.48","112.77","111.85","146.66M","-0.48%"
"2010年8月2日","112.76","111.99","112.94","111.54","188.26M","2.26%"
"2010年7月30日","110.27","109.17","110.86","108.98","220.07M","-0.02%"
"2010年7月29日","110.29","111.52","111.82","109.41","220.15M","-0.49%"
"2010年7月28日","110.83","111.32","111.66","110.46","163.06M","-0.65%"
"2010年7月27日","111.55","112.17","112.29","111.11","204.86M","-0.01%"
"2010年7月26日","111.56","110.60","111.67","110.29","182.13M","1.04%"
"2010年7月23日","110.41","109.24","110.57","108.93","222.02M","0.87%"
"2010年7月22日","109.46","108.34","109.94","108.33","274.78M","2.23%"
"2010年7月21日","107.07","109.04","109.07","106.63","264.53M","-1.30%"
"2010年7月20日","108.48","105.87","108.56","105.82","258.16M","1.11%"
"2010年7月19日","107.29","107.05","107.63","106.22","186.71M","0.59%"
"2010年7月16日","106.66","109.09","109.21","106.45","282.69M","-2.75%"
"2010年7月15日","109.68","109.61","110.06","108.17","232.34M","0.03%"
"2010年7月14日","109.65","109.31","110.08","108.86","184.43M","-0.01%"
"2010年7月13日","109.66","109.15","110.09","108.93","213.03M","1.51%"
"2010年7月12日","108.03","107.60","108.24","107.15","131.28M","0.06%"
"2010年7月9日","107.96","107.13","107.97","106.93","145.00M","0.75%"
"2010年7月8日","107.16","107.00","107.28","105.91","210.84M","0.99%"
"2010年7月7日","106.11","103.13","106.24","103.02","253.77M","3.15%"
"2010年7月6日","102.87","103.64","104.37","101.88","256.94M","0.66%"
"2010年7月2日","102.20","103.11","103.42","101.62","233.39M","-0.54%"
"2010年7月1日","102.76","103.15","103.49","101.13","382.92M","-0.45%"
"2010年6月30日","103.22","103.92","104.88","102.88","284.10M","-0.95%"
"2010年6月29日","104.21","106.02","107.51","103.55","373.76M","-3.09%"
"2010年6月28日","107.53","108.03","108.32","107.14","169.33M","-0.32%"
"2010年6月25日","107.87","107.74","108.42","106.77","238.73M","0.42%"
"2010年6月24日","107.42","108.69","108.83","107.14","268.69M","-1.66%"
"2010年6月23日","109.23","109.64","110.03","108.48","254.70M","-0.31%"
"2010年6月22日","109.57","111.41","111.90","109.41","239.36M","-1.65%"
"2010年6月21日","111.41","113.12","113.20","110.79","213.14M","-0.29%"
"2010年6月18日","111.73","111.83","112.13","111.37","174.01M","-0.37%"
"2010年6月17日","112.14","112.28","112.33","111.05","263.19M","0.16%"
"2010年6月16日","111.96","111.42","112.42","111.20","216.37M","-0.04%"
"2010年6月15日","112.00","110.28","112.10","110.09","238.27M","2.27%"
"2010年6月14日","109.51","110.52","111.12","109.40","207.20M","-0.15%"
"2010年6月11日","109.68","108.19","109.75","108.12","214.13M","0.49%"
"2010年6月10日","109.15","107.86","109.28","106.04","317.89M","2.92%"
"2010年6月9日","106.05","107.24","108.28","105.60","268.02M","-0.53%"
"2010年6月8日","106.62","105.57","106.83","104.65","357.77M","1.07%"
"2010年6月7日","105.49","107.20","107.61","105.41","264.61M","-1.25%"
"2010年6月4日","106.82","108.61","109.33","106.47","398.48M","-3.51%"
"2010年6月3日","110.71","110.65","111.06","109.58","226.62M","0.34%"
"2010年6月2日","110.33","108.08","110.34","107.51","240.24M","2.60%"
"2010年6月1日","107.53","108.35","109.95","107.37","277.91M","-1.68%"
"2010年5月28日","109.37","110.64","110.72","108.85","297.93M","-1.25%"
"2010年5月27日","110.76","109.19","110.80","108.78","300.87M","3.35%"
"2010年5月26日","107.17","108.48","109.47","106.85","349.72M","-0.60%"
"2010年5月25日","107.82","105.11","107.87","104.38","396.51M","0.10%"
"2010年5月24日","107.71","108.52","109.39","107.61","269.82M","-1.28%"
"2010年5月21日","109.11","105.91","109.38","105.36","500.91M","1.46%"
"2010年5月20日","107.54","109.38","109.89","107.47","530.42M","-3.78%"
"2010年5月19日","111.76","111.77","112.77","110.36","394.76M","-0.57%"
"2010年5月18日","112.40","114.88","115.22","112.03","360.60M","-1.36%"
"2010年5月17日","113.95","114.20","114.52","111.77","325.94M","0.05%"
"2010年5月14日","113.89","115.12","115.33","112.87","345.60M","-1.81%"
"2010年5月13日","115.99","117.13","117.68","115.89","234.46M","-1.24%"
"2010年5月12日","117.45","116.29","117.62","116.09","235.61M","1.40%"
"2010年5月11日","115.83","115.07","117.36","114.91","317.85M","-0.28%"
"2010年5月10日","116.16","115.81","116.65","114.91","396.16M","4.40%"
"2010年5月7日","111.26","112.64","113.77","109.41","637.56M","-1.49%"
"2010年5月6日","112.94","116.26","117.00","105.00","647.32M","-3.32%"
"2010年5月5日","116.82","116.56","117.80","115.97","328.97M","-0.60%"
"2010年5月4日","117.52","119.01","119.03","116.92","360.35M","-2.35%"
"2010年5月3日","120.35","119.38","120.68","119.20","182.75M","1.30%"
"2010年4月30日","118.81","120.88","121.01","118.78","270.00M","-1.70%"
"2010年4月29日","120.86","120.10","121.11","120.07","193.77M","1.24%"
"2010年4月28日","119.38","119.05","119.68","118.27","300.68M","0.76%"
"2010年4月27日","118.48","120.65","121.33","118.25","355.85M","-2.37%"
"2010年4月26日","121.35","121.85","122.12","121.23","143.46M","-0.38%"
"2010年4月23日","121.81","120.94","121.86","120.63","177.34M","0.65%"
"2010年4月22日","121.02","119.81","121.17","119.12","239.19M","0.30%"
"2010年4月21日","120.66","120.95","121.23","119.99","192.91M","-0.18%"
"2010年4月20日","120.88","120.56","120.98","119.87","157.71M","0.89%"
"2010年4月19日","119.81","119.01","119.93","118.47","217.95M","0.38%"
"2010年4月16日","119.36","120.86","121.28","118.75","366.88M","-1.59%"
"2010年4月15日","121.29","120.99","121.56","120.95","144.62M","0.08%"
"2010年4月14日","121.19","120.27","121.19","120.08","161.61M","1.13%"
"2010年4月13日","119.83","119.62","120.04","119.00","125.13M","0.08%"
"2010年4月12日","119.74","119.70","120.05","119.56","110.28M","0.16%"
"2010年4月9日","119.55","119.02","119.60","118.80","133.01M","0.66%"
"2010年4月8日","118.77","117.95","118.97","117.60","158.70M","0.35%"
"2010年4月7日","118.36","118.80","119.36","117.81","184.58M","-0.57%"
"2010年4月6日","119.04","118.42","119.25","118.29","110.38M","0.24%"
"2010年4月5日","118.76","118.25","118.84","117.92","105.85M","0.81%"
"2010年4月1日","117.80","117.80","118.25","117.10","161.22M","0.68%"
"2010年3月31日","117.00","116.95","117.52","116.61","161.08M","-0.34%"
"2010年3月30日","117.40","117.46","117.83","116.91","145.77M","0.07%"
"2010年3月29日","117.32","117.17","117.53","116.69","134.51M","0.63%"
"2010年3月26日","116.58","116.87","117.42","116.12","205.81M","-0.06%"
"2010年3月25日","116.65","117.63","118.17","116.51","223.40M","-0.16%"
"2010年3月24日","116.84","116.97","117.43","115.58","196.18M","-0.49%"
"2010年3月23日","117.41","116.76","117.51","116.38","182.94M","0.70%"
"2010年3月22日","116.59","115.31","116.80","115.24","184.48M","0.53%"
"2010年3月19日","115.97","116.96","117.29","115.52","226.64M","-0.91%"
"2010年3月18日","117.04","117.11","117.27","116.57","196.51M","-0.05%"
"2010年3月17日","117.10","116.76","117.48","116.42","177.47M","0.59%"
"2010年3月16日","116.41","115.81","116.52","115.49","168.67M","0.80%"
"2010年3月15日","115.49","115.26","115.58","114.60","146.82M","0.03%"
"2010年3月12日","115.46","115.95","115.97","115.14","162.07M","0.01%"
"2010年3月11日","115.45","114.70","115.48","114.35","160.88M","0.42%"
"2010年3月10日","114.97","114.51","115.28","114.41","186.09M","0.45%"
"2010年3月9日","114.46","113.93","114.99","113.87","154.56M","0.17%"
"2010年3月8日","114.27","114.26","114.52","114.07","114.63M","0.02%"
"2010年3月5日","114.25","113.37","114.34","113.10","176.12M","1.43%"
"2010年3月4日","112.64","112.45","112.80","112.03","135.77M","0.30%"
"2010年3月3日","112.30","112.49","112.97","112.02","150.78M","0.09%"
"2010年3月2日","112.20","112.37","112.74","112.00","160.99M","0.28%"
"2010年3月1日","111.89","111.20","112.00","111.17","147.71M","1.04%"
"2010年2月26日","110.74","110.77","111.12","110.11","173.59M","0.06%"
"2010年2月25日","110.67","109.24","110.75","108.94","259.63M","-0.14%"
"2010年2月24日","110.82","110.14","111.00","109.86","176.35M","0.92%"
"2010年2月23日","109.81","110.86","111.20","109.52","207.50M","-1.21%"
"2010年2月22日","111.16","111.55","111.58","110.83","132.35M","0.02%"
"2010年2月19日","111.14","110.62","111.57","110.36","222.68M","0.21%"
"2010年2月18日","110.91","110.08","111.14","110.04","193.71M","0.59%"
"2010年2月17日","110.26","110.27","110.41","109.74","168.85M","0.47%"
"2010年2月16日","109.74","108.86","109.85","107.82","159.32M","1.57%"
"2010年2月12日","108.04","106.99","108.10","106.51","304.62M","-0.08%"
"2010年2月11日","108.13","106.87","108.25","106.25","223.59M","1.05%"
"2010年2月10日","107.01","107.05","107.60","106.11","240.51M","-0.20%"
"2010年2月9日","107.22","107.13","108.15","106.27","337.82M","1.26%"
"2010年2月8日","105.89","106.74","107.33","105.81","224.17M","-0.72%"
"2010年2月5日","106.66","106.56","106.88","104.58","493.59M","0.21%"
"2010年2月4日","106.44","108.98","109.03","106.42","356.72M","-3.09%"
"2010年2月3日","109.83","109.88","110.48","109.51","172.73M","-0.50%"
"2010年2月2日","110.38","109.26","110.59","108.88","216.33M","1.21%"
"2010年2月1日","109.06","108.15","109.07","107.50","187.86M","1.56%"
"2010年1月29日","107.39","109.04","109.80","107.22","310.68M","-1.09%"
"2010年1月28日","108.57","110.19","110.25","107.91","316.10M","-1.15%"
"2010年1月27日","109.83","109.17","110.08","108.33","271.86M","0.48%"
"2010年1月26日","109.31","109.34","110.47","109.04","211.17M","-0.42%"
"2010年1月25日","109.77","110.21","110.41","109.41","186.94M","0.51%"
"2010年1月22日","109.21","111.20","111.74","109.09","345.94M","-2.23%"
"2010年1月21日","111.70","113.92","114.27","111.56","344.86M","-1.92%"
"2010年1月20日","113.89","114.28","114.45","112.98","216.49M","-1.02%"
"2010年1月19日","115.06","113.62","115.13","113.59","139.17M","1.25%"
"2010年1月15日","113.64","114.73","114.84","113.20","212.28M","-1.12%"
"2010年1月14日","114.93","114.49","115.14","114.42","115.78M","0.27%"
"2010年1月13日","114.62","113.95","114.94","113.37","161.82M","0.84%"
"2010年1月12日","113.66","113.97","114.21","113.22","163.33M","-0.93%"
"2010年1月11日","114.73","115.08","115.13","114.23","106.38M","0.14%"
"2010年1月8日","114.57","113.89","114.62","113.66","126.40M","0.33%"
"2010年1月7日","114.19","113.50","114.33","113.18","131.09M","0.42%"
"2010年1月6日","113.71","113.52","113.99","113.43","116.07M","0.07%"
"2010年1月5日","113.63","113.26","113.68","112.85","111.58M","0.26%"
"2010年1月4日","113.33","112.37","113.39","111.51","118.94M","1.70%"
